rpt_rec_num,Provider CCN,Hospital Name,Street Address,City,State Code,Zip Code,County,Medicare CBSA Number,Rural Versus Urban,CCN Facility Type,Provider Type,Type of Control,Fiscal Year Begin Date,Fiscal Year End Date,FTE - Employees on Payroll,Number of Beds,Total Bed Days Available,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Total Salaries (adjusted),Contract Labor: Direct Patient Care,Inpatient Revenue,Outpatient Revenue,Less Contractual Allowance and Discounts on Patients' Accounts,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio
761040,102022,SSH - GAINESVILLE INC,1600 SOUTHWEST ARCHER ROAD,GAINESVILLE,FL,32610,ALACHUA,23540,U,LTCH,2,4,2022-08-01,2023-07-31,130.88,48,17520,,,,,11656066,12792667,228934,24456157,178433054,,178433054,1748827,11656066,182540,178433052,,154065412,24367640,24448733,-81093,722,-80371,-41072,-39299,
761041,104001,SOUTH FLORIDA STATE HOSPITAL,800 EAST CYPRESS DRIVE,PEMBROKE PINES,FL,33025,DADE,33124,U,PH,4,10,2022-07-01,2023-06-30,62.78,50,18250,,,,,24573678,14690710,602947,37232158,35440710,,35440710,6115804,24573678,,1772431,,,1772431,39264388,-37491957,,-37491957,,-37491957,
761042,104007,NORTHEAST FLORIDA STATE HOSPITAL,HIGHWAY 121 SOUTH,MACCLENNY,FL,32063-9777,BAKER,27260,U,PH,4,10,2022-07-01,2023-06-30,57,60,21900,,,,,41325522,41587534,481717,81687416,80069024,114463,80183487,9620232,41325522,,5465039,,,5465039,82913901,-77448862,,-77448862,,-77448862,
761066,190026,RAPIDES REGIONAL MEDICAL CENTER,211 FOURTH STREET,ALEXANDRIA,LA,-71301,RAPIDES PARISH,10780,U,STH,1,5,2022-01-01,2022-12-31,1149.12,375,136875,6257151,12492478,8118717,9131321,85160020,186073445,12639399,222289043,1679704324,947389921,2627094245,21624136,84887230,14474290,1679704324,912822710,2362126326,230400708,271233465,-40832757,7292795,-33539962,8,-33539970,0.084614
761069,252006,REGENCY HOSPITAL OF MERIDIAN,1102 CONSTITUTION 2ND FLOOR,MERIDIAN,MS,39301,LAUDERDALE,99925,R,LTCH,2,4,2022-08-01,2023-07-31,64.34,40,14600,,,,,5285747,4969433,346836,10444374,91501107,,91501107,852298,5285747,277191,91501107,,80470296,11030811,10255180,775631,176743,952374,-29323,981697,
761081,341305,SWAIN COUNTY HOSPITAL,45 PLATEAU STREET,BRYSON CITY,NC,-28713,SWAIN,99934,R,CAH,1,4,2022-08-01,2023-07-31,83.22,24,8760,989428,4003250,2464822,2600589,6205466,11501329,657614,14157720,6256672,32111731,38368403,,,,6276792,32742216,22122646,16896362,17354820,-458458,2481616,2023158,,2023158,0.368994
761087,364044,LINDNER CENTER OF HOPE,4075 OLD WESTERN ROW ROAD,MASON,OH,-45040,WARREN,17140,U,PH,4,5,2022-07-01,2023-06-30,41.58,32,11680,,,,,15974403,27539305,1777435,13816624,20595701,10688169,31283870,,,,45926229,5798119,15470175,36254173,43514055,-7259882,9005972,1746090,,1746090,
761090,400122,PROFFESIONAL HOSPITAL,AVE LAS CUMBRES,GUAYNABO,PR,970,,41980,U,STH,1,4,2022-07-01,2023-06-30,206.24,6,26280,,192191,89652,89652,6898465,15806824,2437020,19704117,32064630,9536922,41601552,912972,6898465,,31971355,9510800,14854409,26627746,22705289,3922457,745965,4668422,,4668422,0.473639
761100,450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA  AVENUE,EL PASO,TX,-79905,EL PASO,21340,U,STH,1,11,2021-10-01,2022-09-30,3319.98,290,105850,131829131,69523963,151882443,223270825,258590170,511177062,24961089,539573178,949007096,927551349,1876558445,46223287,260587251,21809623,970148193,949994688,1520946879,399196002,769767232,-370571230,367292396,-3278834,-7118342,3839508,0.287533
761103,450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON,EL PASO,TX,-79902,EL PASO,21340,U,STH,1,4,2022-08-01,2023-07-31,2143.75,533,194545,42153168,39568172,45306445,46816744,167546052,248679084,26088319,519151390,4443102023,2931150705,7374252728,32038724,169812038,634257,4436696035,2906155366,6638140404,704710997,414998980,289712017,1345448,291057465,53,291057412,0.070401
761109,452046,HOUSTON HEALTHCARE SPECIALTY HOSP.,1300 BINZ STREET,HOUSTON,TX,77004,HARRIS,26420,U,LTCH,2,4,2022-08-01,2023-07-31,70.84,39,14235,,,,,9384468,12447136,72099,20677059,145799277,637814,146437091,,,,145799277,637814,125220758,21216333,21831604,-615271,440721,-174550,,-174550,
761117,670280,NORTH HOUSTON SURGICAL HOSPITAL,20635 KUYKENDAHL RD,SPRING,TX,77379,,26420,U,STH,1,4,2022-07-01,2023-06-30,214.19,56,20440,,,,,15890967,42138866,1004359,39767606,148706094,390644500,539350594,845350,15890967,,148706094,390644500,479316830,60033764,58029833,2003931,3647555,5651486,,5651486,0.073732
761120,30014,HONORHEALTH JOHN C. LINCOLN MED CTR,250 EAST DUNLAP,PHOENIX,AZ,85020,MARICOPA,38060,R,STH,1,2,2022-01-01,2022-12-31,1522.28,258,80816,14958241,4138701,15774628,74796028,123893061,543330862,24771201,589254737,1351536597,2267224863,3618761460,29469022,126721612,10354167,1349889613,2313940116,3045423901,618405828,667223923,-48818095,115587599,66769504,,66769504,0.162833
761123,40018,BAPTIST HEALTH MEDICAL CENTER - VB,211 CRAWFORD MEMORIAL DRIVE,VAN BUREN,AR,72956,CRAWFORD,22900,U,STH,1,2,2022-01-01,2022-12-31,55.42,59,21535,2374016,1322329,2594186,3171241,3871118,12807830,-21054,14173441,8554177,78407701,86961878,764476,3871468,2197304,7140078,80351865,75501916,11990027,18951769,-6961742,2560821,-4400921,,-4400921,0.162985
761124,40076,BAPTIST HEALTH MEDICAL CENTER - HSC,1001 SCHNEDIER DRIVE,MALVERN,AR,-72104,HOT SPRING,99904,R,STH,1,2,2022-01-01,2022-12-31,128.71,71,25915,1220277,1126860,1470673,1470673,9042625,12579086,142766,18953631,30112624,60034344,90146968,1854168,9043625,702472,29667349,63035929,69077849,23625429,24734434,-1109005,2105177,996172,-66658,1062830,0.210253
761126,50017,MERCY GENERAL HOSPITAL,4001 J STREET,SACRAMENTO,CA,95819,SACRAMENTO,40900,U,STH,1,1,2022-07-01,2023-06-30,1607.19,283,103295,8131188,9419638,9832589,24247227,228571171,451134339,24119543,557850496,2347382268,1105238988,3452621256,60200414,227661455,14750972,2349221065,1103400192,2761034238,691587019,679705510,11881509,28168187,40049696,,40049696,0.161573
761127,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,EL CENTRO,CA,-92243,IMPERIAL,20940,U,STH,1,13,2022-07-01,2023-06-30,851.09,161,58765,1542304,6415459,3272230,6537447,63019102,119328001,3408781,159470424,200136536,520673836,720810372,16156202,63019102,8429805,200141535,521091169,575316410,145916294,182347103,-36430809,6200885,-30229924,-1,-30229923,0.221238
761129,50082,ST. JOHNS REGIONAL MEDICAL CENTER,1600 NORTH ROSE AVENUE,OXNARD,CA,93030,VENTURA,37100,U,STH,1,1,2022-07-01,2023-06-30,1475.87,298,108770,6833169,19512574,11015567,21340395,191918971,427090301,23044573,502351102,1474719573,1033628943,2508348516,52064249,191918971,28828415,1482551645,1025796872,1954956012,553392505,619009272,-65616767,24856899,-40759868,,-40759868,0.200272
761130,50090,SONOMA VALLEY HEALTH CARE DISTRICT,347 ANDRIEUX STREET,SONOMA,CA,94576,SONOMA,42220,U,STH,1,11,2022-07-01,2023-06-30,229.46,24,8760,303117,1743166,625340,625340,24776570,39309026,4463382,57946362,76665617,247237502,323903119,5737314,24764570,1883005,76365618,247537502,268885417,55017703,64085596,-9067893,10303760,1235867,168117,1067750,0.1789
761131,50093,ST. AGNES MEDICAL CENTER,1303 E. HERNDON AVENUE,FRESNO,CA,93720,FRESNO,23420,U,STH,1,1,2022-07-01,2023-06-30,2317.31,384,140160,2980609,18156583,7701151,47753172,258723333,407825394,24127175,538814331,1320590844,917477610,2238068454,47037023,258723333,13370696,1322390334,918437681,1662639144,578188871,666548727,-88359856,31942510,-56417346,,-56417346,0.24075
761136,70018,GREENWICH HOSPITAL,5 PERRYRIDGE ROAD,GREENWICH,CT,6830,FAIRFIELD,14860,R,STH,1,2,2021-10-01,2022-09-30,1379,186,67890,3441967,12390419,6858576,25563696,155601975,371827813,33888167,419442673,534891613,999049223,1533940836,35743188,155601975,11274459,545511930,1038681193,1086179127,498013996,527429788,-29415792,3535951,-25879841,,-25879841,0.273441
761138,100049,HCA FLORIDA HIGHLANDS HOSPITAL,3600 S. HIGHLANDS AVENUE,SEBRING,FL,33870,,42700,U,STH,1,4,2021-11-01,2022-10-31,314.03,109,39785,3629461,3796947,4132462,10218665,24546618,63244829,4678864,82385347,389403081,407529483,796932564,6628440,24446098,220906,389405153,407527411,715946184,80986380,87759801,-6773421,281705,-6491716,,-6491716,0.103378
761141,102017,SSH - PANAMA CITY  INC,615 NORTH BONITA AVENUE,PANAMA CITY,FL,32401,BAY COUNTY,37460,U,LTCH,2,4,2022-08-01,2023-07-31,93.27,30,10950,,,,,7875467,3296458,769766,15530020,111323925,,111323925,1306763,7875467,,111323925,,94071881,17252044,11171925,6080119,80,6080199,3738470,2341729,
761145,123300,KAPIOLANI MED CTR FOR WOMEN & CHILDR,1319 PUNAHOU STREET,HONOLULU,HI,-96826,HONOLULU,46520,U,CH,7,2,2022-07-01,2023-06-30,1231.63,253,92345,,,,,130377958,255125366,15134058,322114535,613631107,365994770,979625877,,,,616365924,372378776,551324740,437419960,385503324,51916636,36423741,88340377,467286,87873091,
761148,161355,KNOXVILLE COMMUNITY HOSPITAL INC,1002 SOUTH LINCOLN,KNOXVILLE,IA,50138,MARION,99916,R,CAH,1,2,2022-07-01,2023-06-30,216.45,25,9125,29243,465255,223020,2180999,16497729,28165199,1651870,34811662,6325122,65079107,71404229,,,,6324372,80529781,42676449,44177704,44662928,-485224,4709503,4224279,,4224279,0.487529
761169,344016,BRYNN MARR HOSPITAL,192 VILLAGE DRIVE,JACKSONVILLE,NC,28546,ONSLOW,27340,U,PH,4,4,2022-07-01,2023-06-30,194.8,84,30660,,,,,11929947,8687176,1023522,17807047,45075041,,45075041,,,,,,,,20617123,-20617123,,-20617123,,-20617123,
761170,344023,JULIAN F KEITH - ADATC,201 TABERNACLE ROAD,BLACK MOUNTAIN,NC,28711,BUNCOMBE,11700,U,PH,4,10,2022-07-01,2023-06-30,196,80,29200,,,,,10219959,20348378,690904,22172099,13261614,21003,13282617,3577127,10219959,,34366307,,,34366307,30568337,3797970,,3797970,,3797970,
761171,344025,BROUGHTON HOSPITAL,1000 SOUTH STERLING STREET,MORGANTON,NC,28655,BURKE,25860,U,PH,4,10,2022-07-01,2023-06-30,1436,384,140160,,,,,66524085,127450482,6732342,128058546,114090933,,114090933,28726708,66524085,,70619249,,,70619249,193974567,-123355318,113450740,-9904578,,-9904578,
761172,344027,RJ BLACKLEY ADATC,RJ BLACKLEY,BUTNER,NC,27509,GRANVILLE,20500,U,PH,4,10,2022-07-01,2023-06-30,152,60,21900,,,,,5120885,14199539,285316,11979819,6250759,,6250759,,,,13841062,,,13841062,19320424,-5479362,5479362,,,,
761176,373303,THE CHILDRENS CENTER  INC.,6800 NW 39TH EXPRESSWAY,BETHANY,OK,73008,,,NA,CH,1,2,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761179,422009,REGENCY HOSPITAL OF GREENVILLE,1 SAINT FRANCIS DRIVE  4TH FLOOR,GREENVILLE,SC,29601,GREENVILLE,24860,U,LTCH,2,4,2022-08-01,2023-07-31,78.23,32,11680,,,,,6877567,8219795,235066,15568899,146000023,,146000023,1115628,6877567,1322288,146000022,,131359210,14640812,15097362,-456550,407,-456143,752026,-1208169,
761181,450644,HCA HOUSTON HEALTHCARE WEST,12141 RICHMOND AVE,HOUSTON,TX,-77082,HARRIS,26420,U,STH,1,4,2022-01-01,2022-12-31,738.61,222,80961,21552142,25685152,24075374,24198504,63253368,143707766,10873263,163341290,1075105560,990394654,2065500214,13322009,62732355,854958,1075083383,954977743,1825461104,204600022,206961134,-2361112,6277851,3916739,-2,3916741,0.079081
761182,451331,COON MEMORIAL HOSPITAL,1411 DENVER,DALHART,TX,-79022,,99945,R,CAH,1,11,2022-08-01,2023-07-31,171.76,21,7665,3039787,1824349,4538943,4614632,7826739,17812159,1316396,24632527,5712030,24244529,29956559,,,,5712030,24244529,17194618,12761941,25638898,-12876957,10071299,-2805658,1112408,-3918066,0.822275
761183,451379,CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,GATESVILLE,TX,-76528,CORYELL,28660,U,CAH,1,8,2022-08-01,2023-07-31,551.6,25,9125,2848656,6955646,5338528,9792854,22352607,46724384,4674637,58814723,23731978,140554485,164286463,,,,24666536,393431555,112153474,305944617,310611063,-4666446,3952076,-714370,,-714370,0.358001
761188,494017,SOUTHERN VIRGINIA MENTAL HEALTH INST,382 TAYLOR DRIVE,DANVILLE,VA,24541-4023,PITTSYLVANIA,99949,R,PH,4,10,2022-07-01,2023-06-30,77.86,72,26280,,,,,10167674,10888881,718642,21652932,24834882,205,24835087,,,,24778240,,23660159,1118081,21461615,-20343534,21845222,1501688,,1501688,
761192,514009,MILDRED MITCHELL-BATEMAN HOSPITAL,1530 NORWAY AVENUE,HUNTINGTON,WV,25706,,26580,U,PH,4,10,2022-07-01,2023-06-30,291.13,110,40150,,,,,12916813,43861599,349515,40112460,30872679,,30872679,,,,31913289,,28565775,3347514,56778400,-53430886,10478597,-42952289,8041635,-50993924,
761195,33042,BHSM REHABILITATION,775 EAST WILLETTA STREET,PHOENIX,AZ,85006,MARICOPA,38060,U,RH,5,4,2022-08-01,2023-07-31,496.47,168,61320,,,,,48031438,27376155,5582203,73664508,241288516,,241288516,6000774,48031438,1971365,241288516,,152222999,89065517,75407593,13657924,91304,13749228,-266203,14015431,
761206,144028,JOHN J MADDEN MENTAL HEALTH CENTER,1200 S FIRST AVE,HINES,IL,60141,,16974,U,PH,4,10,2022-07-01,2023-06-30,246.12,28,10220,,,,,20143401,6377790,341741,44955784,81329,147690,229019,,20143401,,,,,,26521191,-26521191,,-26521191,,-26521191,
761207,144034,STREAMWOOD,1400 EAST IRVING PARK,STREAMWOOD,IL,60107,COOK,16984,U,PH,4,4,2022-07-01,2023-06-30,283.17,178,64970,,,,,19693526,22450152,1239933,31899749,68397482,6172904,74570386,,,,68397482,6172904,16001691,58568695,43683638,14885057,2802986,17688043,,17688043,
761209,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,AMES,IA,50010-5745,STORY,11180,U,STH,1,12,2022-07-01,2023-06-30,954,150,54750,1522217,2765961,2334756,4329918,90913427,137306212,16289364,205987478,274365081,430236250,704601331,29415115,90913427,5845028,274427702,430236029,484311303,220352428,228219639,-7867211,24989728,17122517,,17122517,0.292346
761212,170103,NEWTON MEDICAL CENTER,600 MEDICAL CENTER DRIVE,NEWTON,KS,-67114,HARVEY,48620,U,STH,1,2,2022-07-01,2023-06-30,574.05,76,27740,1109961,3728762,2387292,4908897,46366471,54191900,2280598,72930281,63042546,150235733,213278279,5391504,46366471,1916864,63066105,178421537,148293266,93194376,100558371,-7363995,7481815,117820,,117820,0.341949
761216,214012,THOMAS B. FINAN,10102 COUNTRY CLUB ROAD SE,CUMBERLAND,MD,21502,,19060,U,PH,4,10,2022-07-01,2023-06-30,194,88,32120,,,,,14038108,14051563,401168,19284956,19313225,,19313225,,,,,,,,28089671,-28089671,,-28089671,,-28089671,
761223,264028,HAWTHORN CHILDRENS PSYCH. CTR.,1901 PENNSYLVANIA AVE,ST LOUIS,MO,63133-1325,,,NA,PH,4,10,2022-07-01,2023-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761247,450586,BAYLOR COUNTY HOSPITAL DISTRICT,200 STADIUM DRIVE,SEYMOUR,TX,76380,BAYLOR,99945,R,STH,1,11,2022-07-01,2023-04-05,105.41,27,7533,875010,730706,1416726,4514472,7746880,9588721,1447791,16537195,4827673,16611959,21439632,1345066,7746880,34020,4830694,16640557,12358641,9112610,17335601,-8222991,6454017,-1768974,718967,-2487941,0.771338
761248,450659,HOUSTON HEALTHCARE MEDICAL CENTER,1313 HERMAN DRIVE,HOUSTON,TX,77004,,26420,U,STH,1,4,2022-08-01,2023-07-31,385.27,147,53655,6060300,5161008,6560224,9422868,36199972,153387299,13125630,147409741,1249387013,655678897,1905065910,8421856,36487415,1875890,1249454823,655611087,1734900393,170165517,188924415,-18758898,4406550,-14352348,,-14352348,0.077378
761250,451385,GOODALL-WITCHER HOSPITAL AUTHORITY,101 POSEY AVE,CLIFTON,TX,76634,BOSQUE,99945,R,CAH,1,2,2022-07-01,2023-06-30,132.74,25,9125,3623551,342730,3809966,7318915,15998116,14169626,2514639,29156920,7096444,39915687,47012131,,,,7305560,48167728,23326971,32146317,38363768,-6217451,9828432,3610981,792530,2818451,0.6202
761251,454152,CANYON CREEK HOSPITAL,1201 CANYON CREEK DRIVE,TEMPLE,TX,76502,BELL,28660,U,PH,4,4,2022-06-01,2023-05-31,129.8,70,25550,,,,,8450808,9646028,1777821,14079061,35910000,2828500,38738500,,,,36042329,2828500,25105770,13765059,17546517,-3781458,41033,-3740425,,-3740425,
761260,60100,THE MEDICAL CENTER OF AURORA,1501 SOUTH POTOMAC ST,AURORA,CO,-80012,ARAPAHOE,19740,U,STH,1,4,2022-01-01,2022-12-31,1396.55,333,126559,12030101,18113835,13634848,41869249,124767587,250715832,19692300,334203882,2539606113,1858624620,4398230733,23937349,126721039,107709,2534311271,1836292188,3954756548,415846911,375270306,40576605,5768906,46345511,-5,46345516,0.075986
761261,100360,HCA FLORIDA UNIVERSITY HOSPITAL,3476 S UNIVERSITY DR,DAVIE,FL,33328,,22744,U,STH,1,4,2021-12-17,2022-10-31,479.06,165,52635,5317031,97680,5348403,18593201,38242545,85944161,19769941,112205240,583401444,388785699,972187143,8289087,37944630,363794,583327346,388859797,858014861,114172282,124139752,-9967470,412953,-9554517,,-9554517,0.115415
761263,143300,ANN & ROBERT H. LURIE CHILDRENS HOS,225 EAST CHICAGO AVENUE,CHICAGO,IL,60611-2605,COOK,16984,U,CH,7,2,2022-09-01,2023-08-31,5606,364,132860,,,,,590867288,727585546,80516861,1012938988,1993583963,1602540995,3596124958,,,,1993555615,1603030770,2427916295,1168670090,1318452834,-149782744,343031712,193248968,,193248968,
761264,150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVENUE,JEFFERSONVILLE,IN,47130,CLARK,31140,U,STH,1,4,2022-08-01,2023-07-31,859.48,153,55845,1911507,10504727,3993854,3993854,77370356,121513579,5755726,137515539,315611576,398447831,714059407,10199472,77370356,8426490,313397559,443692264,589504103,167585720,192608064,-25022344,1413117,-23609227,,-23609227,0.192583
761265,150023,UNION HOSPITAL  INC.,1606 NORTH SEVENTH ST,TERRE HAUTE,IN,-47804,VIGO,45460,U,STH,1,2,2022-01-01,2022-12-31,1429.22,258,94170,2580729,24867530,8137613,29463815,113470659,337896366,21141537,416795901,613449243,1282482721,1895931964,25275606,113470659,31533036,616971042,1321603381,1356706161,581868262,559727344,22140918,-7475966,14664952,,14664952,0.219837
761266,150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 NORTH 16TH STREET,NEW CASTLE,IN,-47392,HENRY,99915,U,STH,1,9,2022-01-01,2022-12-31,468.27,48,17520,1669910,7522938,3904059,17382885,58825014,81212404,5690045,118688031,77021595,322812121,399833716,12607674,58825014,1283155,76948025,349078144,288275904,137750265,140037418,-2287153,2545626,258473,,258473,0.296843
761267,150047,LUTHERAN DOWNTOWN HOSPITAL,702 VAN BUREN ST,FORT WAYNE,IN,46802,ALLEN,23060,U,STH,1,4,2022-06-01,2023-05-31,196.86,60,21900,1227196,2799523,1769088,7282366,16169954,47821913,10017927,60360326,87456545,235627331,323083876,5302262,16169954,1192142,87489153,235627331,268550423,54566061,63991867,-9425806,4099571,-5326235,,-5326235,0.186826
761269,150090,FRANCISCAN HEALTH- DYER,24 JOLIET STREET,DYER,IN,46311-1799,LAKE,23844,U,STH,1,1,2022-01-01,2022-12-31,692,125,44714,5441598,3741172,6362963,12047233,78665924,110133571,12716660,165858510,366122716,353254255,719376971,17856641,78665924,9101381,358233840,363350363,548883042,172701161,188799495,-16098334,3048720,-13049614,12343258,-25392872,0.230559
761271,151326,UNION HOSPITAL CLINTON,801 SOUTH MAIN STREET,CLINTON,IN,-47842,VERMILLION,45460,R,CAH,1,2,2022-01-01,2022-12-31,113.18,25,9125,283047,2537175,1093087,7047790,9100558,15690018,2176876,30401926,11116632,84835301,95951933,,,,11373131,85211183,66462973,30121341,24790576,5330765,1154671,6485436,1704049,4781387,0.316845
761275,161312,GUTTENBERG MUNICIPAL HOSPITAL,2ND AND MAIN STREETS,GUTTENBERG,IA,-52052,CLAYTON,99916,R,CAH,1,12,2022-07-01,2023-06-30,106.95,25,9125,359529,134402,447136,835213,11513672,12578959,1488027,23433748,5522742,30428185,35950927,,,,5047976,32662514,14196887,23513603,24227033,-713430,835385,121955,,121955,0.651826
761276,161361,VAN DIEST MEDICAL CENTER,2350 HOSPITAL DRIVE,WEBSTER CITY,IA,50595,HAMILTON,99916,R,CAH,1,9,2022-07-01,2023-06-30,209.89,25,9125,118283,985628,747316,747316,16920960,19916909,3156741,35977107,9424609,46947749,56372358,,,,10019727,48942844,22208889,36753682,37823497,-1069815,4323572,3253757,,3253757,0.638205
761277,164002,MENTAL HEALTH INSTITUTE,1251 WEST CEDAR LOOP,CHEROKEE,IA,51012,CHEROKEE,99916,R,PH,4,10,2022-07-01,2023-06-30,148,,,,,,,5773564,4696705,249478,11571038,9683952,,9683952,,,,,,,,10470269,-10470269,,-10470269,,-10470269,
761278,170016,ST.FRANCIS HEALTH CENTER,1700 SOUTHWEST SEVENTH STREET,TOPEKA,KS,66606-1690,SHAWNEE,45820,U,STH,1,4,2022-07-01,2023-06-30,1017.84,228,83220,5408930,14436326,8133778,8133778,76115656,238364029,5829181,200795187,415899187,708322585,1124221772,14918241,76115656,6010061,415899188,811192802,950527295,276564695,314479685,-37914990,24761171,-13153819,,-13153819,0.178608
761279,171307,RAWLINS COUNTY HEALTH CENTER,707 GRANT,ATWOOD,KS,67730,RAWLINS,99917,R,CAH,1,13,2022-07-01,2023-06-30,62.27,15,5475,62611,401019,383425,692391,3585118,7293711,459573,9237991,3066380,7680708,10747088,,,,3129578,7992526,2624533,8497571,10878829,-2381258,3445498,1064240,,1064240,0.859581
761288,214004,SPRINGFIELD HOSPITAL CENTER,6655 SYKESVILLE RD,SYKESVILLE,MD,21784,,12580,U,PH,4,10,2022-07-01,2023-06-30,658,522,190530,,,,,61060264,34770015,2013401,75835681,84142191,,84142191,,,,,,,,95830279,-95830279,,-95830279,,-95830279,
761291,230035,SPECTRUM HEALTH UNITED MEMORIAL,615 SOUTH BOWER,GREENVILLE,MI,48838,MONTCALM,24340,U,STH,1,2,2022-01-01,2022-12-31,402.87,45,16303,925056,5598740,2764507,5149470,42898311,73974240,5467716,104778342,58788561,262498940,321287501,7586924,42898311,1959170,57204444,270072226,197897123,129379547,116872551,12506996,6066597,18573593,,18573593,0.32612
761292,230093,SPECTRUM HEALTH BIG RAPIDS,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,99923,R,STH,1,2,2022-01-01,2022-12-31,341.75,49,17885,452776,4519679,1860660,3131343,31206225,49964431,4845219,69799906,41962861,186573585,228536446,5955707,31206225,1218836,39924303,196683923,149111659,87496567,81170656,6325911,4980260,11306171,,11306171,0.305421
761293,230174,TRINITY HEALTH GRAND HAVEN HOSPITAL,1309 SHELDON ROAD,GRAND HAVEN,MI,49417,OTTAWA,24340,U,STH,1,2,2022-07-01,2023-06-30,301,36,13140,46864,4319656,1328387,1639368,18073887,33549679,1635803,43271940,16732168,130622908,147355076,4085769,18073887,2327860,17225212,134060180,107919788,43365604,51623566,-8257962,7503275,-754687,-1375286,620599,0.293658
761300,254009,NORTH MISSISSIPPI STATE HOSPITAL,1937 BRIAR RIDGE ROAD,TUPELO,MS,-38804,LEE,99925,R,PH,4,10,2022-07-01,2023-06-30,92.36,50,18250,,,,,5011016,4521507,298205,9634932,9097675,,9097675,,,,9097675,,8130024,967651,9532523,-8564872,5794657,-2770215,,-2770215,
761301,260078,OZARKS MEDICAL CENTER,1100 KENTUCKY AVENUE,WEST PLAINS,MO,65775,HOWELL,99926,R,STH,1,2,2022-01-01,2022-12-31,746.27,111,40515,936362,18370846,5851459,5851459,88666486,129916541,8168091,125074868,116604892,362909143,479514035,11265754,88666486,12792179,116631527,443411886,414267268,145776145,218583027,-72806882,55918827,-16888055,,-16888055,0.260837
761319,390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVENUE,HUNTINGDON,PA,16652-2350,HUNTINGDON,99939,R,STH,1,2,2022-07-01,2023-06-30,290.04,71,25915,542335,1532479,1115796,1557760,21449138,40756184,1486983,51566991,30277678,106737934,137015612,4387175,21449138,3089358,33138991,112530760,89474551,56195200,62205322,-6010122,2607396,-3402726,,-3402726,0.376359
761333,450210,UT HEALTH EAST TEXAS CARTHAGE HOSPIT,409 COTTAGE ROAD,CARTHAGE,TX,-75633,PANOLA,99945,R,STH,1,4,2022-08-01,2023-07-31,70.42,42,15330,1425413,3625628,1941844,2060386,7368476,14017114,353160,18714902,18267187,114789394,133056581,1269994,7368476,197650,18267187,114930452,112471619,20726020,21385590,-659570,1919157,1259587,1,1259586,0.140654
761334,450675,MEDICAL CITY ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TARRANT,23104,U,STH,1,4,2022-06-01,2023-05-31,1237.91,340,124406,43726326,37779389,46531152,46635202,104782269,214783467,23971281,281972534,2888319964,1349353644,4237673608,20774332,106844844,,2885494848,1315871807,3756423060,444943595,318146357,126797238,7554724,134351962,,134351962,0.066539
761337,454065,HICKORY TRAIL HOSPITAL,2000 N. OLD HICKORY TRAIL,DESOTO,TX,75115,DALLAS,19124,U,PH,4,4,2022-08-01,2023-07-31,173.4,86,31390,,,,,12254212,7777387,528339,17761939,47568480,5274124,52842604,,,,47568480,5274124,34228963,18613641,19323340,-709699,37380,-672319,,-672319,
761342,530002,CAMPBELL COUNTY MEMORIAL HOSPITAL,501 S BURMA  AVENUE,GILLETTE,WY,82717-3011,CAMPBELL,99953,R,STH,1,9,2022-07-01,2023-06-30,724.04,66,24090,3309107,16163914,11618664,21156617,85617065,141564236,17289166,155126512,77099225,220145261,297244486,11817539,85656345,5701562,77471915,310554884,201675156,186351643,227181301,-40829658,30987154,-9842504,,-9842504,0.521882
761344,41306,IZARD REGIONAL HOSPITAL,PARK ST,CALICO ROCK,AR,72519,IZARD,99904,R,CAH,1,2,2022-08-15,2022-12-31,56.33,25,107,,45362,44448,441984,1170063,2730538,,3866322,1313383,2632470,3945853,,,,1315170,2707292,1911806,2110656,3900601,-1789945,,-1789945,1007,-1790952,0.979844
761348,51308,SURPRISE VALLEY HEALTH CARE DISTRICT,MAIN AND WASHINGTON,CEDARVILLE,CA,96104,MODOC,99905,R,CAH,1,11,2022-07-01,2023-06-30,44.63,4,1460,,198960,69636,69636,5933965,4894380,210462,10622196,7711874,1583396,9295270,,,,7974639,1583396,1514718,8043317,10828345,-2785028,3290734,505706,,505706,1.142753
